C,-0.27895698,-0.06273554,-0.26121575,0.38666284,0.020455988,0.60165465,0.28404355,-0.060684383,0.29963982,-0.33090732,-0.064863406,0.17785372,-0.037319418,0.39511025,-0.61158097,-0.7770088,0.33355406,0.04498235,-0.094311856,-0.09164907,0.64829326,-0.11823661,-0.28936195,0.19042647,-0.13120066,0.42784357,0.07632431,0.24409026,-0.06965965,-0.43269065,-0.098693706,0.09110412,0.073210895,0.21086189,0.08141362,0.016087847,0.514919,0.28140497,0.18182462,0.061742894,-0.22908634,0.20539528,-0.39990103,-0.09825097,-0.10871529,0.19925119,0.114345506,0.43607134,-0.003803341,-0.14637136,0.62094307,-0.32536492,0.27724522,-0.45040852,0.37485966,0.23770833,0.27451143,-0.29809952,0.020752614,-0.43740252,-0.4936293,-0.057362285,0.5695641,-0.03621686
[,-1.4148289,0.44626635,-0.19752157,0.82239646,0.19583677,0.18382883,-1.1736356,1.9063787,0.84361273,-0.23696886,0.1947365,1.1534265,-0.30947813,1.3421204,-0.25382897,-0.35344735,1.2583348,-1.3914114,-0.6966914,0.7082519,-0.3372486,-0.018846558,0.37784576,-1.8218158,1.2776963,0.65620685,1.5812113,-0.80465937,0.7945899,-0.65058947,0.55667275,-0.98963565,-0.35457465,-0.73862654,-1.1402558,1.009926,0.23142144,0.9579305,-0.005379424,-0.06025715,-0.16600496,-1.6327912,-0.3937543,0.030289045,-0.40957695,0.20878948,-0.7278096,0.22850434,-0.3131804,0.21421236,0.17279069,-0.04439375,0.76065844,1.2692176,0.28999615,0.07602673,0.7037696,-0.4451099,-0.40937012,-0.5643395,0.8361528,0.016840337,0.14232711,-0.57682914
@,0.37365076,0.32094195,-0.8490707,0.077896774,0.32091033,0.7551441,-1.2924984,1.3176398,0.8071751,0.2140573,1.226525,-0.030046158,-0.86343586,1.8237493,-1.0756905,0.03399389,0.5413165,-1.8905458,-0.3064577,-0.29487076,-0.45441988,0.76988983,-0.012665815,-1.4729886,0.4895662,0.35583073,1.1959945,-0.3325158,0.20679216,-1.1188251,0.8416381,-1.2547122,-0.62548804,-0.6581263,-0.13040672,0.3811385,0.1952405,0.3212561,-0.36261812,-0.27886906,-0.2036228,0.0067681167,-0.048632346,1.0695121,-1.5976017,-0.40213707,-0.47741297,-0.22257158,-0.56397116,0.0970522,0.6460018,-0.3733024,0.07048767,1.326071,0.78544974,1.1529928,1.7951307,-0.13143979,-0.7585111,-0.90496445,1.468266,-0.33750072,-0.36110216,0.44160756
H,-0.22403456,0.24600314,-1.2021426,0.20922653,0.32038718,1.2374694,-0.6326237,1.709377,0.48412094,0.82435524,1.040139,0.8151676,-0.36979645,1.5701768,-0.8346731,0.3908177,1.0513775,-1.5927657,-1.0348767,-0.9344458,-0.62624747,0.8124896,0.1662749,-1.2978511,0.749494,0.06403196,1.3086694,-0.12141451,1.2122053,-1.0616379,0.5327611,-0.59605855,0.59384316,-0.7739513,-0.18725556,0.28884435,0.61364496,0.62787837,-0.53662646,0.44588432,-0.104594134,-0.82394594,-0.20640741,0.3291925,-1.1344792,0.002391749,0.18187831,0.33137396,0.4394392,-0.099752456,0.62113416,1.2361715,1.1788694,1.5748147,1.0391912,0.66046584,1.5441921,-0.11047648,-0.44020963,-0.9622261,0.68222374,-0.19473639,-0.55301857,0.691644
],0.3075761,0.42182267,-1.2911713,0.5651177,0.3602473,0.8932812,-0.99682146,2.0551438,0.454133,0.8518819,0.22806843,1.0085577,0.22842018,1.1372164,-0.6572936,-0.8222507,0.8851782,-0.9013669,-1.4277403,0.013271858,0.15170857,0.27016246,0.40047807,-0.8997278,0.448992,0.6799195,0.9506986,-1.6396946,0.23837504,-0.6703141,-0.3248863,-0.15023753,-0.3724291,-0.82027245,0.7791393,0.9740847,-0.088359535,0.391468,0.0028791276,0.20971127,-0.15143086,0.04552703,-0.90947485,0.90423805,-0.7093906,-0.628188,-0.69900435,-0.34753934,-0.1571736,0.068601236,0.5486386,0.071163945,0.41959074,0.680073,0.04964412,0.46952686,1.3028677,0.680743,-0.51848537,-0.014413382,0.9336595,0.6849834,-0.2866631,0.6967495
(,0.3777285,0.7300132,-0.55093384,-0.35561934,-0.44611552,-0.15036571,-0.3868794,-0.19611089,0.06608699,0.22666176,-0.2428649,-0.1264441,-0.5657304,0.40799645,-0.8845113,0.19422342,0.40029967,-1.0899942,-0.41970712,-0.15605102,-0.2483921,-0.13952471,-0.29243553,-0.542148,-0.04741441,0.075980455,0.3757164,0.4764953,0.5155713,-0.24788646,-0.34186897,-0.28312483,-0.12161,0.10381058,-0.18537557,0.2766072,0.48382378,0.4147971,-0.16239443,0.28212142,-0.1428297,-0.3603382,-0.27664748,0.27728382,-0.5345118,0.03634765,-0.40776926,0.03701394,0.74217993,0.51588076,0.9977479,-0.4071655,0.05917475,0.6186695,0.37663797,0.8127316,0.45049793,-0.33811364,-0.8179257,0.3838396,-0.30228478,0.25821334,-0.004223913,-0.037336808
),0.23486793,-0.47471538,-0.38219073,0.7409263,-0.07711511,0.6126849,-0.6948847,0.34961802,0.39219475,-0.06502696,-0.063436694,0.12894045,0.3295033,0.3228958,-0.35382494,-0.24212576,0.41520134,-0.6079083,0.18224138,0.022595445,-0.07739551,-0.20505819,-0.41703176,-0.03155699,0.27065027,-0.011133644,0.00016219512,-0.31806928,0.04530136,-0.8782746,-0.45396265,-0.36419943,0.031822216,-0.25119492,0.3970326,0.28058067,0.03845816,-0.18061984,-0.1452944,0.47052187,0.3125454,-0.31412658,0.6384831,0.093783945,-0.1586264,-0.0063665803,-0.34108138,0.79046077,-0.08806116,0.45519385,0.6175335,-0.16946729,-0.097869925,0.045806706,0.18944432,0.17516714,0.48822534,-0.58005273,0.55350184,-0.32843703,0.464162,-0.038380086,0.46156743,0.34317496
N,-0.4811105,0.2533229,-0.18557534,0.55731577,0.3745186,0.16276462,0.7626284,-0.39010903,0.10817426,-0.33434808,0.1442209,0.0994464,-0.15930837,-0.06961273,-0.59088236,-0.9420198,0.33231544,0.5711226,0.26354066,-0.03665288,0.6669582,-0.4097965,0.08751834,0.27070224,-0.43511713,0.65621257,-0.40500945,0.29507154,-0.34221554,-0.2487392,-0.15010813,0.3183366,0.21746686,1.0206481,0.29333407,-0.36690873,0.33211493,0.24041891,-0.19507676,-0.6237665,-0.30284736,0.29176313,-0.45364195,0.24049069,-0.17897555,0.09302346,0.38721845,0.4561945,0.0028146503,-0.4577971,0.31100786,-0.46432304,-0.03149129,-0.48671305,0.30857384,0.24006778,-0.26976958,0.043516323,0.12336079,0.13051252,-0.1599411,-0.29368073,0.5136071,-0.259306
=,-0.37925062,0.008768635,-0.30948552,0.39157057,-0.54062027,-0.118608974,0.45135066,-1.1804764,0.08482527,0.45482874,-0.41124833,-0.3575041,0.061342403,-0.66495204,-0.18485713,0.4387919,0.32460216,0.62549317,0.28439075,-0.13469142,0.7379645,-0.07342565,0.10182977,0.44159335,-0.038145084,0.2833359,0.0042853937,0.3488575,-0.4770737,-0.19623855,0.035853326,0.66854304,-0.086424194,0.8987276,-0.295436,-0.16032386,-0.054013178,0.12417232,0.35457358,-0.26104856,-0.029665545,0.57208484,-0.4711566,0.21815091,0.47397897,-0.13387156,0.9197915,0.39406154,-0.25899038,0.22578365,-0.0059343227,-0.16463815,0.06949652,-0.46794748,-0.10142414,-0.12575762,-0.5318045,-0.55507976,0.40557706,0.14563976,-0.6735972,-0.28443417,0.32230732,-0.12369996
O,0.22435082,0.6966588,-0.7134652,0.5882764,-0.36285406,0.12602217,-0.95756423,0.4746376,0.06367315,0.10603487,0.25249732,0.1987139,0.49120018,0.072597265,-0.1240046,-0.30101404,0.48733526,-0.7999846,0.13389003,0.32403678,-0.04645583,-0.13897169,-0.35973796,-0.44249308,0.14755926,0.39360246,0.30352908,-0.40797147,0.77354264,-0.18402897,-1.037853,-0.057058148,-0.24664506,-0.10618047,-0.4804236,0.5806318,-0.45328674,0.68033075,-0.42225254,-0.36087522,-0.20725769,-1.0734282,-0.2732253,0.16556883,-0.32418275,-0.6650028,0.078149036,-0.02877492,0.3350652,0.30007264,-0.1643293,0.11317949,-0.035509743,0.6146945,0.34538078,0.58997464,0.31517163,-0.08691321,-0.3542605,0.31953126,0.64844644,-0.2745227,0.0045662527,0.23242265
1,-0.04621397,0.47966242,-0.4736765,0.09128905,0.1957361,0.16818328,0.33698958,0.25399274,-0.27843037,-0.3100672,0.38772428,-0.26182118,-0.50793713,-0.61969835,-0.95192116,-0.36727896,0.5658835,-0.60068256,0.30066356,-0.490601,0.31500542,-0.47636294,-0.058208495,0.10878063,-0.560353,0.2980988,-0.21501343,0.6229889,-0.09876081,-0.208767,-0.84684527,-0.0766423,0.24747014,0.5818233,-0.039747704,-0.336061,0.31235456,-0.2544378,-0.11640477,-0.30033368,-0.37159136,0.11100093,0.41051754,-0.43243694,-0.49233332,0.81742316,0.40494105,0.48110795,0.6256764,-0.1857685,0.52860165,-0.43644896,-0.26553994,-0.14771438,0.2657873,0.27029628,-0.20702863,-0.08072942,0.10392204,0.657061,-0.15234907,-0.30736357,-0.15098599,-0.02719423
2,-0.30768532,0.21778403,-0.43246457,0.24470079,-0.18726869,0.2955516,0.49339768,-1.053102,0.094854645,-0.41411462,-0.105007224,-0.09072431,-0.82029814,0.114720255,-1.3964274,-0.76085776,0.086642206,0.18229854,0.23206295,-0.26003864,0.5490832,-0.22782202,0.2672671,0.17481102,-0.22314447,0.55718356,-0.42156306,0.18341048,-0.10796219,-0.49298775,-0.25874853,-0.35452333,0.41060197,0.9695375,0.15962231,-0.42011258,0.6929421,-0.20526397,-0.08391893,-0.051614113,-0.64347446,0.6822058,0.30688727,-0.011262645,-0.8095266,0.70304555,0.20285876,0.638256,0.079564944,-0.6188491,0.4537848,-0.25164807,0.08018473,-0.2739895,0.35666174,0.76362896,-0.086137176,-0.6536963,0.4014769,0.043937102,-0.5765106,-0.069799356,0.22726429,-0.12525252
S,0.026740065,0.027843416,-0.24778211,0.6239235,-0.04037535,-0.22159381,-0.024217548,-0.7446732,0.051548462,0.25678942,0.05507339,-0.2794797,0.672295,-0.39518633,0.53856766,0.092447855,0.06930888,0.59172803,0.7879339,0.32879046,0.33331206,-0.49479255,-0.41810957,0.6258768,0.09235887,-0.00038036008,-0.6091058,0.27366078,-0.02786787,0.08537578,-0.5615329,0.75384474,0.035948012,0.6382868,0.0789668,-0.22711875,-0.33223662,0.41267422,-0.66652834,-0.7276162,0.37252727,-0.6230217,-0.25914294,0.2192989,0.4932906,-0.7729595,0.49348077,0.40015242,-0.14508091,0.5495333,-0.48139855,-0.17067397,-0.33690387,-0.21493442,0.04394298,-0.023740103,-0.36076248,0.00894288,0.03782494,0.01607607,0.5240999,-0.64918244,0.6020518,0.15020958
l,-0.18726914,0.5441207,-0.038221415,-0.29861143,-0.23994786,-0.4324927,0.58075535,-0.8324134,-0.52563876,-0.90820223,-0.2958152,-0.75190645,0.41332245,-2.2065866,-0.37904987,-0.2953889,-0.47727337,0.5736386,0.038268305,-0.44683328,1.924211,-0.49462286,0.14413674,1.1388916,0.3766499,0.39430913,-0.5967931,0.15872987,-0.98669547,0.33164665,-0.73561406,0.7729696,-0.14511915,-0.09216871,-1.0474753,-0.5455734,0.1665589,-0.40516672,0.8264932,-0.14930972,-0.5963264,0.9682347,1.208629,-0.87869835,0.5606897,0.2097396,0.90335214,0.353596,-0.5606051,0.30902055,-0.87318385,-0.5140924,0.21560846,-1.5630401,0.10014199,-0.65696144,-0.38674203,0.122632764,-0.139794,-0.31408253,-1.6001976,-0.9276476,-0.19544818,0.22122152
.,0.1435317,-0.6712135,0.68290585,-0.678285,-0.50075275,-1.1423626,-0.8778394,0.5124535,-0.8758792,0.2588668,-0.9860453,0.54989225,-0.17547978,0.041282043,1.1588372,0.5509475,-0.22564255,1.2182834,-0.6386386,0.78568864,-0.5244263,-0.9141049,0.8067208,0.4042285,1.1194917,-0.184675,-0.9508263,-1.1748248,-0.60984635,1.2539746,0.17259964,-0.94032466,0.25123733,-0.6922682,0.15086588,0.45408568,0.44015053,-1.029411,0.02675908,0.42272088,0.10236299,0.24725288,1.333268,-0.36743975,0.6056256,0.6685169,-2.0396175,-0.18631695,-1.2996565,0.4650492,-0.35619664,-0.3070881,-0.26497266,0.0776958,-0.9406265,-1.398687,-0.14353673,0.72982466,0.024802038,-0.27362755,-0.057228368,0.87476206,-0.571254,-0.79655653
\,0.17746855,-1.0188203,-1.6980501,1.748719,-0.8523212,-1.1458924,-0.08132536,1.3173591,-1.3592259,-0.069681145,0.044577505,-0.20445128,0.21427837,0.43846214,-0.14154522,-0.023977371,1.7355542,0.2333762,0.75114167,-0.15933324,-1.4829202,0.2166217,-1.2431407,0.03633078,-0.77669024,-0.84132445,-0.3330932,1.0629134,-0.72404224,-0.36575606,0.96340644,-1.5398055,0.8699422,-0.3101531,0.047685426,0.83542323,-0.6205785,0.8163382,-0.68755376,-0.5578571,0.2510497,0.21980764,-1.6823728,-1.2145287,0.7541602,-0.41839534,0.3928829,-0.90568554,-0.8676176,-0.6020076,1.4710058,-0.49900445,1.0544435,-0.30550322,0.58899325,-1.0702384,0.601928,-0.14738664,-1.0396382,0.28096482,-2.6568701,-0.104020536,0.6953896,-0.8594954
3,-0.6246407,-0.018305447,-0.21182367,0.13752493,-0.25066933,0.035541125,0.7581324,-1.9315164,0.40353736,-0.7460331,-1.0236552,0.49064964,-0.73840207,1.0517114,-1.4802309,-1.5640925,-0.31380206,1.1501404,-0.6284161,0.34217668,0.82862884,-0.2678361,0.56104636,-0.10380913,0.5125547,0.872029,-0.6069197,-0.7139778,0.045803443,-0.46795356,0.54392433,-0.53502375,0.4179922,0.9089035,0.2516395,-0.16703719,1.2405885,0.14415543,0.024752365,0.308889,-0.5381362,1.0263273,0.03703506,0.61433613,-0.6336636,-0.04125733,-0.6316154,0.14315563,-0.7195743,-0.7836213,0.17857496,-0.14358667,0.5556564,-0.4796206,0.2620287,0.66840154,0.22775203,-0.7999105,-0.091667466,-0.748609,-1.2710348,0.4097057,0.54751235,-0.21433195
P,1.4507831,-0.09281072,-0.6693394,0.71047914,-0.37603244,0.0851283,-2.1798453,0.89778775,0.495014,1.0043607,-0.08573284,-0.13555248,1.4320655,0.48135924,0.8472224,1.1646357,0.8871256,-1.480127,0.38588333,0.09882186,-0.5073928,-0.42648908,-1.0489364,-0.231502,0.8288668,-0.11189932,0.24178573,-0.28510028,0.82576406,-0.33214197,-1.3648144,0.8417263,-0.7919521,-0.47346994,-0.62088764,0.93135893,-0.9998013,0.5696636,-0.6444956,-0.086029194,1.4084207,-1.5455774,0.33634767,1.0081315,0.5143211,-2.189979,0.13999288,0.05494765,0.39823535,2.7022069,-0.36083508,0.33188838,-0.99768406,0.93212813,0.005643683,-0.004604963,0.45029372,-0.5684996,-0.33859372,-0.35390443,1.9546521,-0.5187629,0.26951623,1.3162262
/,0.3863559,-1.2832589,-1.3199179,1.5015606,-0.87633085,-1.0512823,0.13067058,0.48628017,-1.1245915,-0.15697253,-0.23538516,-0.27050486,0.47104463,0.6463213,-0.01537768,-0.12695721,1.3256449,0.9479742,0.6938163,-0.03440948,-1.0220829,0.04555568,-1.2015059,0.18982898,-0.6240455,-0.67764723,-0.73602533,0.739223,-0.8166688,-0.2222179,1.1852534,-1.256554,0.6791296,-0.08970896,0.12940095,0.57990897,-0.5388949,0.69886565,-0.5731031,-0.5383517,0.4213886,0.5859313,-1.3548405,-0.57749677,0.88091046,-0.88806665,0.24196531,-1.0386748,-1.1548643,-0.5246217,1.0595454,-0.5201145,0.7711506,-0.58994204,0.4721978,-1.0055809,0.43304238,-0.15673979,-0.9642005,-0.06717445,-2.628035,-0.12471042,0.7641707,-0.6763525
4,0.077499524,-0.91958106,0.25782904,0.35246712,-0.41005024,0.31850278,0.5866549,-1.4767746,0.9161199,-1.248341,-1.2431624,0.55120224,0.5535597,2.2616544,-1.6261172,-1.4924219,-0.1061836,1.3884014,-1.2933983,0.01451554,1.0753036,-0.64338905,0.062743165,-1.2208295,0.89361286,0.6480764,-0.9814874,-1.5159824,0.11332939,-0.7207606,1.9640656,-1.1898729,-0.010118373,-0.6141608,-0.03862116,-0.27430752,0.54156184,0.6582417,0.20250894,1.0280812,-0.15170309,0.47702143,0.71112823,2.008688,-0.73542535,-1.6068777,-1.4061466,-0.81223917,-0.7954841,-0.68533045,0.23280834,-0.13086662,1.1725335,-0.45756537,1.2044158,1.0667582,0.9345288,-0.4231149,-1.0251217,-1.5952462,-2.195457,0.3826401,0.7941958,0.1657451
o,0.13224706,-0.27656907,0.3190133,-0.5709542,-0.1082667,-0.40452304,0.110868394,-0.34838268,-0.39851347,-0.023670116,-0.24811181,0.14896151,0.12239171,0.13023616,0.56502634,0.108017415,-0.21776372,0.8541558,-0.2342222,0.31890607,-0.07891911,-0.42044502,0.037165713,0.07903078,0.32019237,-0.1151964,-0.59872276,-0.2774604,0.091344535,0.6628918,0.21526112,-0.23924077,0.20703772,-0.0058040754,-0.08065307,-0.13815504,0.3729291,-0.23232032,-0.1732054,-0.07624006,0.15455751,-0.04984256,0.5444387,0.054374706,0.38153157,-0.04532608,-0.6562653,-0.3670068,-0.4725288,-0.07585101,-0.42608967,0.07683243,-0.20782803,0.03621218,-0.2370375,-0.58243847,-0.10583255,0.43155086,-0.26910448,-0.20488077,-0.22581135,0.101934835,-0.3664091,-0.23830819
+,-0.06819472,-0.5131151,0.9221863,-0.69530267,-0.7468328,-0.8975708,0.22856154,-0.4094999,-1.5188667,-0.30282298,0.02361024,1.0735805,0.625237,-0.1702444,1.5813727,0.09984603,-0.4767825,2.7843504,0.08839044,0.85414046,-0.43577287,-0.3387308,0.8913103,0.5256136,0.45580968,-0.1632156,-1.3931651,-1.1237925,0.042524945,1.4835157,0.5805446,-0.75079596,0.94073087,0.050606593,-0.09849946,-0.035771225,0.04855352,-0.29352105,-0.56483585,-0.26581493,-0.33191878,0.2803459,1.4092803,-0.3436124,0.33872235,0.32786983,-1.1776527,-0.59629005,-1.1862692,-1.3021212,-1.4522215,0.52924424,0.3302032,0.03659319,-0.566649,-1.1861801,-1.1343704,1.1591358,0.112393625,-0.019966759,-0.6564364,0.13531418,-0.88259214,-0.79356635
#,-0.44996223,-0.18148324,0.15012209,-0.39371657,0.002126926,0.092542745,1.0698062,-0.43082076,-0.41250026,-0.0674701,0.1680869,0.0024541449,-0.22725311,-0.63370216,0.040287644,-0.0361264,0.12192067,0.9348293,0.044742662,-0.12610604,0.50772274,-0.0056322995,0.14886035,0.37716386,-0.4281157,0.006608606,-0.0991975,0.37620747,-0.5295126,0.17656982,0.3776933,0.07224734,0.28686687,0.61605966,0.12776674,-0.4567295,0.5234079,-0.44923368,0.40744376,-0.22033432,-0.19955984,0.86821115,0.14812344,-0.4177941,0.38859504,1.0060017,0.29816177,0.18174079,-0.3469513,-0.86829704,0.1511818,-0.28006792,0.027525626,-0.5497661,-0.31173062,-0.6535052,-0.5403766,0.28129768,0.39815548,0.27162454,-0.8512252,-0.07159486,-0.30843756,-0.4645685
-,1.1103063,0.009376587,-0.1735619,-0.52600855,0.022563856,-1.478512,-0.9686755,0.8551451,-1.7123021,0.44453076,-0.2832772,0.47315466,0.1596827,-0.016706226,1.6038984,0.38017866,-0.101519935,0.43021265,-0.17903182,0.12070146,-1.3844638,-0.77102846,-0.16883485,1.4569627,0.81591815,-0.32750088,-1.4254639,0.52314895,0.5307462,1.5603844,-1.4565006,0.36474833,1.1445442,-0.35919076,-0.037630737,0.6009301,0.7010049,-0.06993062,-1.4276941,-0.2343703,0.6669359,-0.7752372,0.5127869,-1.018805,0.6890578,-0.7504746,-0.9435981,-0.2209258,-0.043024506,1.6435922,-0.44019392,0.84626853,-0.3057616,0.45006755,-0.17124675,-1.362163,0.46000084,0.8543604,-1.1023005,-0.6994042,0.6872391,0.03743374,-0.4822161,0.23466781
F,0.5237111,-0.028408118,-0.022889629,-0.81706387,-0.38140357,0.82125247,1.2354012,-0.9884204,-0.55795014,-1.133446,1.0706351,0.79275113,1.0563605,-0.7869419,-0.041001327,-0.529554,1.2877219,0.33618605,0.6782189,0.34388912,0.8145592,0.69287443,-0.9981673,-0.15027654,-0.7485415,0.11860738,1.1387889,0.6039873,0.31273016,-1.1565006,-0.18208028,0.96581143,-0.45024303,1.5259703,-0.7266614,0.42853704,0.7101523,0.42410845,0.5523994,-0.3499823,1.2577472,1.3782866,1.4662784,0.29388204,0.76226264,0.09689549,0.6478113,0.21818784,-0.05955997,-0.30921045,0.33946076,-0.6939986,-0.6746701,-0.271218,-1.0719635,-0.982268,-1.3878126,-0.8726673,0.35840696,0.6029783,-0.5991104,-0.9332267,-0.6100191,0.8134877
5,0.73160934,-0.81864864,0.45554703,0.44819012,-0.6090479,-0.0112809185,0.19965486,-0.8904709,0.5392535,-1.0080695,-0.7921806,0.2614349,1.5296503,1.7861767,-0.77293694,-0.42860097,0.43879697,0.926443,-0.40877885,-0.054417312,0.4520192,-1.3027006,-0.636091,-1.2685719,0.4275213,0.14068033,-1.375914,-0.70866597,0.7269808,-0.24755475,1.2549756,-0.67095464,-0.025630485,-0.6130824,-0.5182704,-0.3835489,-0.34888455,1.2298465,-0.59073883,0.6050287,0.42935532,-1.0960455,0.96030074,1.987939,-0.3950694,-2.1845982,-1.0375041,-0.8590982,0.3841721,0.14090133,0.0093163205,-0.1473985,0.68172014,-0.020145904,1.4381425,0.9835744,0.060267374,-0.14375992,-1.364291,-0.7939249,-1.6337197,-0.18926735,0.9090505,0.25718114
B,-0.422045,-0.8490363,-0.5990922,-1.3958865,0.10061805,0.12844461,1.2209228,-1.5895338,-0.26934385,0.27939293,-0.43801352,-1.0916871,-0.34376344,-0.73094743,1.3040512,-0.2892445,-1.0640732,1.1544691,-0.1839993,0.733216,0.11256382,0.41560847,-1.626122,0.123962194,-0.67295897,-1.2408531,-0.09127184,0.09750186,0.032667007,1.102737,0.29370236,-0.99641776,0.062370136,0.31649077,0.18749182,-0.80912393,0.73636496,-1.6699356,0.9535083,-0.6174167,0.27842408,0.42493567,-0.6154537,-1.2911961,2.2567444,1.1052089,0.34706542,-1.6219112,-1.783076,-1.7617946,-0.7011489,0.5644625,-1.3325204,-0.44433695,-1.2631676,-1.8904637,0.8103406,0.5510255,0.3071547,0.3385991,-1.5234122,0.18191816,-1.3079244,-0.7593126
6,0.7729957,-0.58470696,0.65836966,-0.39124164,-0.34910265,-0.06557393,0.20038885,-0.7292073,0.14106224,-0.5026912,-0.476956,0.51541656,1.3927639,1.2853589,0.2038363,-0.10113466,0.18818891,1.2200291,-0.50066054,0.31230336,0.21245979,-1.1065772,-0.40575182,-0.9818678,0.41364187,0.044414833,-1.1248564,-0.88779753,0.8525998,0.35215497,0.8272815,-0.28090328,-0.02929143,-0.26442665,-0.32234484,-0.32793728,-0.06993044,0.72778875,-0.5893745,0.25760582,0.62035394,-0.9350737,1.1043383,1.7337825,0.049809325,-1.6454475,-1.2078009,-0.9228876,0.18384783,0.062488284,-0.52012247,0.09725379,-0.0024763735,0.2848665,0.5294078,0.25002193,-0.30862874,0.42454416,-1.0346818,-0.3994839,-0.67810273,-0.04272111,0.11991117,0.23860282
7,0.49332,-0.49016428,0.58058625,-0.66863674,-0.26763347,0.0083705885,0.22933514,-0.68105835,0.04295468,-0.25444162,-0.19461292,0.40354735,0.8426876,0.8924367,0.38473213,0.12639965,0.0858505,0.98481447,-0.35726047,0.37804574,0.09044352,-0.614468,-0.26833323,-0.77506256,0.33018896,-0.07350179,-0.59343266,-0.67418826,0.6097317,0.3240999,0.76742256,-0.2922014,-0.095338464,-0.0337974,-0.23872925,-0.25489774,0.1704044,0.27025652,-0.29500347,0.11019283,0.55925083,-0.46278718,0.99210596,1.2358122,0.19286154,-0.837161,-0.97166413,-0.69090086,-0.14927648,-0.12027971,-0.46294054,0.042525504,-0.23962992,0.35557374,0.019943926,-0.11696965,-0.31670827,0.34237763,-0.55683136,-0.23336244,-0.30624554,-0.00046818057,-0.247045,0.07275608
G,0.1372573,-0.24831761,0.15626998,-0.39381966,-0.1396067,-0.21798752,0.094067544,-0.22434404,-0.31589308,0.09003208,-0.1338223,0.09407231,0.11551242,0.07420758,0.41121885,0.13539408,-0.026587429,0.68772787,-0.13863726,0.18077447,0.02694639,-0.32343978,0.007408164,0.124726735,0.18346712,-0.042105384,-0.43404058,-0.16531485,-0.029968366,0.44452015,0.13790679,-0.123339266,0.14807566,0.07215364,-0.012228957,-0.10526571,0.29607236,-0.20064498,-0.10148225,-0.10279566,0.1178732,0.08190691,0.3770273,0.08984727,0.298116,0.014620245,-0.42804852,-0.20780346,-0.40382415,-0.053489484,-0.21778946,-0.037975494,-0.19210956,-0.013112554,-0.18864283,-0.45777875,-0.10010406,0.34670103,-0.14267339,-0.13867047,-0.18379752,0.05043571,-0.25732866,-0.16802531
